validation_id,model_id,runtime_secs,MeanSquaredError_fold_0_test,MeanSquaredError_fold_1_test,MeanSquaredError_fold_2_test,MeanSquaredError_fold_3_test,MeanSquaredError_fold_4_test,MeanSquaredError_fold_5_test,MeanSquaredError_fold_6_test,MeanSquaredError_fold_7_test,MeanSquaredError_fold_8_test,MeanSquaredError_fold_9_test,MeanSquaredError_fold_10_test,MeanSquaredError_mean,MeanSquaredError_std
p01,ZeroShotTinyTimeMixerForecaster,7.044311285018921,4.125165740530657,2.354651729651727,3.5918391488103225,1.5158826499904254,1.2412352199071799,2.0834876719211763,2.6569008200676354,9.103027994720831,5.160086538407589,2.508448033330695,2.780021363415483,3.3746133555230657,2.2123645118651263
p05,ZeroShotTinyTimeMixerForecaster,6.405257225036621,2.582758800160959,1.9529483321310739,3.154481785924875,2.625889432697334,1.775614969102701,1.3229767225333307,1.2057400451920153,3.0888582048756303,3.1976686035173274,2.3619107967260016,2.346057868496646,2.3286277783052634,0.6991955988592802
p06,ZeroShotTinyTimeMixerForecaster,0.9011337757110596,0.998812183664492,1.9082213608592797,1.6498880200587402,3.1192698457948964,0.8047742888225926,3.5325277699753257,4.688591254313323,8.12708444821526,3.858506452794304,1.2884379753648454,4.291547817144212,3.1152419470006616,2.1555320440093917
